113 of networks used
14	0	0	0	14	0	5	4	0	0	5	9	0	0	0	
0	1	0	9	9	15	2	0	0	0	0	1	0	2	2	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
70	15	0	100	77	7	18	11	92	0	5	15	71	8	6	
18	0	0	17	0	25	0	3	43	0	0	0	25	0	43	
100	7	87	87	7	100	0	100	100	10	100	87	0	87	100	
0	0	22	0	1	0	0	100	10	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	15	18	100	34	0	3	0	100	6	0	0	100	3	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	36	36	36	89	38	89	0	89	37	100	76	89	36	100	
100	22	15	0	63	0	63	15	63	63	100	100	100	7	63	
75	76	1	78	76	1	6	0	6	17	1	2	100	0	2	
75	0	100	0	81	23	5	0	81	53	0	19	0	100	0	
0	0	60	0	63	0	53	39	39	3	32	0	0	0	100	
