0.7025546	0.0965407	0.4955336	0.6290043	0.1394119	0.2777284	0.5852446	0.6987308	0.7189792	0.6317014
0.2670111	0.0066399	0.4120065	0.633102	0.1601289	0.3160889	0.3879914	0.3125419	0.8405381	0.7525926
0.1495577	0.0002031	0.3162661	0.6388113	0.3527526	0.4121452	0.5371867	0.2207124	0.7847303	0.6308077
0.1258573	0.0000726	0.3444491	0.5332911	0.5828865	0.4561672	0.5854555	0.164159	0.686476	0.6603441
0.1503708	0.0007181	0.360118	0.4870183	0.6474004	0.5160537	0.4715633	0.1138825	0.7514894	0.7220521
0.1147272	0.0010901	0.2514869	0.3816565	0.5962019	0.5849437	0.5616858	0.0875836	0.7451011	0.9215333
0.1136885	0.0006993	0.4130228	0.402796	0.7206053	0.6962295	0.5828932	0.1047608	0.7346484	0.6120013
0.1074903	0.0006402	0.5144453	0.4555527	0.6110892	0.6188064	0.5699641	0.1494655	0.7260995	0.7034582
0.0916218	0.0000216	0.3046374	0.4184513	0.7049432	0.634079	0.5705248	0.1345381	0.7072688	0.7037104
0.070437	0.0001071	0.4381759	0.4398207	0.6032927	0.4893698	0.5182417	0.1445357	0.7245269	0.6900767
0.1084545	0.0000243	0.4247121	0.40814	0.6065379	0.5912179	0.5254869	0.1195	0.7796607	0.7214128
0.4934324	0.1669844	0.3493963	0.4666379	0.6220579	0.5662445	0.4837116	0.5461221	0.7879295	0.7344458
0.6485525	0.1396843	0.2905074	0.5659879	0.3116094	0.4739788	0.5869444	0.6502586	0.654988	0.6450217
0.7971715	0.0786818	0.4188026	0.5786856	0.3052366	0.3214644	0.5316969	0.7105375	0.6432834	0.7139627
0.5833888	0.0780344	0.4350727	0.6022758	0.1586621	0.3322274	0.4560579	0.678798	0.6150558	0.7626299
0.7644667	0.1123633	0.3151357	0.6865068	0.1446601	0.3789285	0.3600829	0.6422636	0.7599346	0.7957661
0.7656012	0.1890966	0.3121278	0.6589912	0.101536	0.3403691	0.54599	0.8619677	0.8074774	0.7599446
0.6111505	0.1077332	0.463363	0.6910229	0.2198009	0.3956457	0.4768284	0.6286063	0.6190746	0.6722002
0.6721184	0.1118654	0.3130161	0.6404274	0.14834	0.3303212	0.4367724	0.7552463	0.7121735	0.6523538
0.6289104	0.1164068	0.333095	0.6113299	0.1128817	0.3811676	0.4847003	0.7976182	0.7135124	0.7852974
0.7712319	0.0879682	0.3590816	0.6687344	0.1406588	0.3700837	0.5258812	0.7604233	0.7878045	0.6290981
