0.7147163	0.0789012	0.4215624	0.6301302	0.0850342	0.3092021	0.4516194	0.6951692	0.8362663	0.6439763
0.6338617	0.1135145	0.2933042	0.649465	0.0442124	0.3514063	0.2277307	0.7833732	0.3862019	0.6660204
0.6247811	0.0807247	0.3235387	0.5906159	0.026979	0.3053646	0.1633944	0.8113616	0.1997879	0.6863509
0.719644	0.0561945	0.3469269	0.4836713	0.0273254	0.3056355	0.1746293	0.8313165	0.1924133	0.717086
0.709418	0.0723323	0.4130727	0.6042179	0.0469687	0.3537859	0.1830969	0.6419759	0.0529535	0.5236239
0.6711232	0.0573258	0.2922907	0.3472931	0.0250493	0.3008098	0.1575486	0.7444961	0.1137219	0.2911146
0.5962738	0.1384099	0.2427562	0.3764952	0.0333171	0.3098801	0.2135964	0.8112381	0.0377755	0.2117541
0.6805381	0.119761	0.1998363	0.4628633	0.0494189	0.3432863	0.1974683	0.7483208	0.0897643	0.1264955
0.7371512	0.1229227	0.2400097	0.4117866	0.0284715	0.2891713	0.2231497	0.7271195	0.0679836	0.0998985
0.6819273	0.089656	0.2428435	0.3639826	0.0321371	0.311225	0.1698966	0.7200156	0.0699389	0.1374822
0.7104574	0.099547	0.2636132	0.4690353	0.021169	0.3785478	0.1877961	0.5456798	0.0821805	0.100758
0.7680006	0.1356463	0.1216754	0.3653458	0.0860904	0.2640264	0.570452	0.6508609	0.5045298	0.1422282
0.801327	0.0697471	0.1284694	0.3960368	0.0941271	0.3445713	0.6164915	0.8255316	0.648607	0.5994218
0.5906615	0.1193078	0.3661953	0.5868999	0.1353537	0.3458663	0.56178	0.7139359	0.7214906	0.8022524
0.7513218	0.1188755	0.3591009	0.6718697	0.0890263	0.3166416	0.6509316	0.6390672	0.6535027	0.6646572
0.7609359	0.0562414	0.48233	0.774945	0.0909344	0.3007214	0.6655727	0.62152	0.7400781	0.6733657
0.7104486	0.1250612	0.3442142	0.6708727	0.0789572	0.3250779	0.332873	0.5702048	0.5766519	0.6451817
0.6785809	0.1409962	0.230909	0.8145937	0.1246992	0.4497987	0.4102492	0.5818118	0.727876	0.6745839
0.5603117	0.1388405	0.2433752	0.7641729	0.1091451	0.2465951	0.5112388	0.6467664	0.8139243	0.7195319
0.609001	0.0941102	0.307848	0.6707907	0.1401569	0.2454982	0.5826744	0.57984	0.7054992	0.6785874
0.6467795	0.1153804	0.393153	0.7689856	0.1560013	0.3958538	0.6863531	0.7454198	0.6372677	0.7405712
