0.7291507	0.1646974	0.5393216	0.7087402	0.1237001	0.2432843	0.3970339	0.7599215	0.6285854	0.6076601
0.5109302	0.1803674	0.3894485	0.6874071	0.1012508	0.4088945	0.1468781	0.3528068	0.4169359	0.7657149
0.6097374	0.1875477	0.2565762	0.5980135	0.1486603	0.4252275	0.0264118	0.3565534	0.4086711	0.8156564
0.7059362	0.2070564	0.1696391	0.4758323	0.1471183	0.4733397	0.0259651	0.2819844	0.3558222	0.7042378
0.779146	0.2695352	0.2447503	0.3854643	0.1409376	0.5552323	0.0067659	0.1862479	0.4058957	0.6916045
0.7512179	0.3182197	0.1712229	0.449231	0.0985869	0.427473	0.0094517	0.2538905	0.3565842	0.7226358
0.6662777	0.2300156	0.2081826	0.3920308	0.1500982	0.5281481	0.0019713	0.2450673	0.2789396	0.8015413
0.6446435	0.2564993	0.2921507	0.3937747	0.1285197	0.5760348	0.011426	0.1746718	0.2805749	0.7041561
0.7309197	0.2767497	0.1989521	0.5795062	0.1167303	0.5195734	0.0138563	0.2548303	0.3775839	0.7438145
0.7241511	0.2384708	0.2291561	0.3893692	0.1496491	0.4616732	0.0025197	0.1916132	0.3453198	0.7157578
0.6861697	0.2557487	0.2398097	0.289556	0.1109189	0.4998435	0.007007	0.1959993	0.3096857	0.6144597
0.6640881	0.1897509	0.2068039	0.44754	0.1082641	0.4044676	0.5668736	0.6426656	0.6214781	0.5714713
0.637497	0.1523764	0.3196045	0.5663255	0.1010354	0.4860355	0.597794	0.7231546	0.6409856	0.6966782
0.7156959	0.1338911	0.406865	0.6595041	0.1013164	0.4614339	0.6950467	0.7188045	0.6558541	0.7758014
0.6367377	0.1458993	0.4325222	0.6690486	0.1462886	0.3561251	0.5087046	0.6382091	0.7491581	0.7329435
0.6861329	0.1471605	0.4342745	0.5726726	0.1460243	0.3473546	0.4667717	0.6700589	0.7790399	0.7393787
0.7440202	0.1238498	0.438485	0.743286	0.1294852	0.2765572	0.5446558	0.7585209	0.6396986	0.668421
0.8967149	0.0662469	0.4268514	0.5678651	0.0999712	0.344726	0.4650374	0.7023964	0.6389196	0.6975826
0.756436	0.0664624	0.4127351	0.688654	0.1245277	0.3897331	0.4798852	0.6957703	0.7970938	0.6599207
0.679297	0.0715481	0.3728141	0.5188151	0.0947804	0.2650917	0.4785983	0.7806962	0.5806831	0.791336
0.6020569	0.0930319	0.3585051	0.8028182	0.1239435	0.3540091	0.3951515	0.7849719	0.7304382	0.6863379
