0.6665114	0.1272186	0.3550646	0.7745716	0.1004299	0.275493	0.6067846	0.7430983	0.6656366	0.6950638
0.3257748	0.1218223	0.3464115	0.7229108	0.1924591	0.3107637	0.6096963	0.7567515	0.5554138	0.7327167
0.1775012	0.0443587	0.5712888	0.586828	0.2333497	0.3569736	0.4647324	0.6656993	0.7211032	0.6717156
0.1838851	0.0615354	0.4849771	0.6338205	0.40451	0.3375671	0.4200074	0.7324089	0.6402268	0.6970434
0.0930693	0.1398431	0.3435551	0.5354375	0.5583316	0.2994227	0.4145393	0.6771472	0.5478739	0.7512751
0.0653015	0.0886361	0.3124305	0.5255509	0.6429076	0.3676576	0.5788573	0.8026375	0.5983088	0.6088625
0.1502136	0.094808	0.4126412	0.4599706	0.5350145	0.2992928	0.5993621	0.6181808	0.7288696	0.6660468
0.0913323	0.090451	0.3764574	0.4214017	0.5641511	0.3430145	0.6775364	0.5235399	0.7736935	0.7443968
0.1358562	0.1182462	0.5188737	0.5030134	0.6718907	0.2333228	0.5142803	0.6087675	0.6843619	0.836531
0.1667014	0.0765614	0.3768678	0.4831358	0.6740419	0.3815948	0.499568	0.5959077	0.7486546	0.7173045
0.1170103	0.075504	0.4322347	0.5403027	0.7354699	0.3344889	0.5091151	0.7152812	0.6725776	0.6325963
0.4708819	0.093721	0.3453156	0.618386	0.485255	0.358515	0.4479249	0.7052075	0.7919255	0.5868152
0.5545089	0.1443166	0.4763379	0.6233838	0.3257959	0.3239021	0.4196698	0.72992	0.5791635	0.6029599
0.5717737	0.1580246	0.352766	0.6429242	0.2634359	0.2928635	0.4524902	0.7210641	0.6633159	0.6927663
0.6437458	0.0906398	0.3817925	0.7448212	0.1906673	0.304971	0.6356541	0.6836201	0.8094115	0.7286575
0.6988616	0.0959292	0.4025808	0.6477586	0.1278089	0.2934906	0.5680143	0.7435989	0.6819686	0.8213812
0.6002293	0.1251139	0.3520098	0.7884273	0.1340147	0.3429125	0.5652458	0.6701132	0.7548764	0.6814079
0.751684	0.0985328	0.4541817	0.7086632	0.1391781	0.3146772	0.3950302	0.6562918	0.6583495	0.6836276
0.705819	0.0823597	0.4254553	0.700968	0.0960015	0.330916	0.4627621	0.661009	0.6866225	0.7453896
0.6863142	0.113119	0.3168437	0.6602306	0.1389801	0.3386791	0.5903798	0.6151949	0.700166	0.645072
0.6785873	0.0780578	0.3340166	0.6695402	0.1181666	0.2846131	0.593867	0.6823825	0.7702145	0.6068127
