82 of networks used
13	0	1	0	13	0	1	1	0	1	1	7	0	0	1	
1	2	0	8	12	18	3	1	0	0	0	2	0	0	3	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
64	7	0	100	70	8	9	8	91	0	7	7	63	3	7	
20	0	0	19	1	12	0	2	31	0	0	0	12	0	31	
100	9	86	86	8	100	0	100	100	10	100	86	0	86	100	
0	0	24	0	1	0	0	100	8	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	19	17	100	35	0	3	0	100	6	1	0	100	3	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	34	34	34	90	36	90	1	90	35	100	76	90	34	100	
100	24	15	0	64	0	64	14	64	64	100	100	100	7	64	
79	81	2	82	81	2	7	0	4	18	2	3	100	0	3	
74	0	100	0	84	20	4	0	84	53	0	15	0	100	0	
0	0	62	0	65	0	54	37	37	4	32	0	0	0	100	
