9 of networks used
100	100	66	100	100	100	100	100	0	100	100	0	11	100	100	
0	0	0	0	33	11	0	0	0	0	0	0	0	0	0	
0	0	0	11	44	0	100	0	0	11	0	0	0	0	100	
100	100	0	100	100	100	100	100	0	100	100	100	100	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	44	100	0	66	0	0	0	44	44	0	0	
11	100	100	0	100	100	100	100	100	100	100	100	100	100	100	
0	22	0	0	0	0	0	100	0	0	0	0	0	0	0	
100	0	100	0	0	0	0	0	100	0	0	0	0	100	0	
11	100	100	0	11	100	0	100	100	100	100	0	0	100	0	
11	0	22	0	0	0	0	0	77	11	100	0	0	11	11	
22	66	66	66	100	66	66	22	66	66	66	100	88	66	66	
66	0	0	22	0	0	0	0	11	66	0	0	100	0	0	
100	11	11	0	0	100	100	100	0	44	100	11	0	100	0	
33	33	22	33	33	77	55	77	44	55	55	66	22	22	100	
