39 of networks used
2	100	0	2	100	100	100	100	66	100	100	0	100	100	0	
10	100	7	7	7	7	23	15	35	28	20	7	10	0	7	
0	0	5	0	0	0	0	0	0	0	12	15	15	0	0	
7	0	0	100	0	0	0	0	0	0	0	2	0	0	2	
100	69	30	0	100	30	69	0	69	30	100	30	0	35	100	
38	38	38	38	74	0	15	0	0	0	38	100	82	53	38	
100	100	100	100	100	100	100	100	100	100	17	100	100	100	100	
100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	
0	0	100	0	0	0	0	0	0	100	0	0	0	0	0	
0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	
15	100	100	0	100	100	100	100	2	100	100	100	100	2	100	
7	15	7	0	7	92	25	2	17	100	5	100	7	20	7	
0	0	100	92	0	2	0	0	2	0	2	15	100	0	0	
76	94	23	28	0	35	74	74	10	74	84	74	100	100	84	
0	100	0	100	0	0	2	12	100	100	0	0	100	100	100	
