2-5 and 14-21
82 of networks used
13	0	1	0	13	0	1	1	0	1	1	7	0	0	1	
1	2	0	8	12	18	3	1	0	0	0	2	0	0	3	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
64	7	0	100	70	8	9	8	91	0	7	7	63	3	7	
20	0	0	19	1	12	0	2	31	0	0	0	12	0	31	
100	9	86	86	8	100	0	100	100	10	100	86	0	86	100	
0	0	24	0	1	0	0	100	8	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	19	17	100	35	0	3	0	100	6	1	0	100	3	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	34	34	34	90	36	90	1	90	35	100	76	90	34	100	
100	24	15	0	64	0	64	14	64	64	100	100	100	7	64	
79	81	2	82	81	2	7	0	4	18	2	3	100	0	3	
74	0	100	0	84	20	4	0	84	53	0	15	0	100	0	
0	0	62	0	65	0	54	37	37	4	32	0	0	0	100	
2-5 and 14-23
113 of networks used
14	0	0	0	14	0	5	4	0	0	5	9	0	0	0	
0	1	0	9	9	15	2	0	0	0	0	1	0	2	2	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
70	15	0	100	77	7	18	11	92	0	5	15	71	8	6	
18	0	0	17	0	25	0	3	43	0	0	0	25	0	43	
100	7	87	87	7	100	0	100	100	10	100	87	0	87	100	
0	0	22	0	1	0	0	100	10	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	15	18	100	34	0	3	0	100	6	0	0	100	3	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	36	36	36	89	38	89	0	89	37	100	76	89	36	100	
100	22	15	0	63	0	63	15	63	63	100	100	100	7	63	
75	76	1	78	76	1	6	0	6	17	1	2	100	0	2	
75	0	100	0	81	23	5	0	81	53	0	19	0	100	0	
0	0	60	0	63	0	53	39	39	3	32	0	0	0	100	
2-6 and 14-29
130 of networks used
13	0	2	1	13	0	8	7	0	0	10	12	0	0	1	
0	2	1	8	10	16	3	0	0	0	0	1	0	3	3	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
73	18	0	100	80	6	21	10	93	0	4	18	75	11	10	
18	0	0	17	0	30	0	4	47	0	0	0	30	0	47	
100	8	87	87	7	100	0	100	100	10	100	87	0	87	100	
0	0	23	0	1	0	0	100	10	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	15	16	100	35	0	3	0	100	5	0	0	100	5	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	40	40	40	90	42	90	1	90	41	100	77	90	40	100	
100	21	13	0	64	0	64	16	64	65	100	100	100	8	64	
75	76	1	78	76	1	6	0	7	16	3	2	100	0	3	
76	0	100	0	82	22	4	0	82	53	0	18	0	100	0	
0	0	60	0	65	0	53	39	39	3	33	0	0	0	100	
