5 of networks used
0	0	0	0	100	0	100	0	0	0	100	0	0	20	100	
100	100	100	100	100	100	100	100	100	0	100	100	100	0	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
100	100	0	0	100	60	100	100	100	100	100	100	0	40	100	
100	100	0	100	100	100	100	100	100	100	100	0	100	100	100	
100	0	100	20	100	0	0	100	0	0	0	40	100	0	0	
100	100	0	100	100	100	0	0	0	0	100	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	
100	0	0	100	100	100	0	100	0	100	100	0	0	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	100	100	100	100	100	100	0	100	100	0	100	100	0	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	0	100	100	100	0	100	0	100	100	100	100	0	100	100	
0	100	100	100	100	100	100	0	100	100	0	100	100	0	100	
