5 of networks used
100	0	0	0	0	0	0	100	40	0	100	0	100	0	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
100	100	0	0	100	0	100	0	0	100	100	100	100	100	0	
100	0	100	100	0	0	100	0	0	100	100	0	0	0	0	
100	0	0	100	100	0	0	0	100	0	0	0	0	0	100	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
100	100	100	100	0	100	0	0	100	100	100	100	100	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	100	0	0	100	100	0	100	0	100	0	100	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
100	0	100	100	0	0	0	0	100	100	100	100	100	0	0	
0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
100	0	100	0	100	100	100	100	0	100	100	100	0	100	100	
