0	35	0	0	0	0	0	0	0	100	0	35	0	35	1	
5	0	3	0	3	0	94	0	1	46	0	90	0	94	0	
100	100	100	100	100	100	100	26	3	0	100	100	100	100	100	
89	0	0	0	4	88	0	3	0	5	0	89	90	90	89	
100	0	5	40	0	100	100	0	100	15	96	76	0	100	4	
3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
38	51	41	39	100	56	39	61	61	4	100	61	13	38	61	
100	100	0	100	100	100	0	0	100	100	100	100	100	100	100	
100	100	1	19	100	0	100	100	92	99	0	17	99	100	100	
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	16	3	0	13	0	17	0	3	0	100	0	0	4	3	
0	78	0	6	3	79	1	80	79	76	79	100	0	0	79	
2	52	0	4	3	0	2	0	4	0	13	9	100	80	0	
6	53	95	49	0	48	53	0	13	0	58	53	53	100	53	
21	89	0	0	10	0	0	0	2	0	0	3	0	2	100	
