54	0	3	7	51	51	50	51	51	3	52	51	51	52	51	
0	100	0	100	100	100	100	100	100	100	0	100	100	100	3	
0	0	100	0	1	100	0	0	100	0	20	100	100	100	100	
0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	
96	90	83	0	100	83	83	0	15	85	14	90	17	85	0	
100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	
1	100	0	0	3	100	0	3	0	0	0	1	0	0	21	
3	7	0	7	93	24	0	3	53	2	7	2	3	10	89	
100	100	100	100	100	100	100	2	100	100	100	100	7	100	100	
0	100	5	100	0	100	3	100	100	100	100	0	100	100	100	
23	25	100	86	36	23	24	4	0	23	100	23	32	75	23	
5	33	0	100	100	100	1	0	0	33	100	100	100	0	100	
0	4	3	0	3	43	37	0	4	3	37	1	100	0	3	
97	29	100	44	3	100	96	4	3	96	100	0	96	100	96	
2	0	100	100	0	0	94	0	8	3	0	100	36	3	100	
