5 of networks used
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	40	0	40	40	40	0	60	0	0	40	60	0	0	100	
0	100	100	0	0	0	0	100	20	0	0	100	0	100	0	
0	100	0	100	0	100	100	0	100	100	0	0	100	100	0	
0	0	0	0	80	100	100	40	0	0	0	0	0	100	0	
0	0	0	0	0	0	100	0	0	0	100	20	100	0	100	
0	100	0	0	0	0	0	0	0	0	0	100	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	100	0	100	0	0	0	0	100	0	100	0	0	
100	100	0	0	0	0	0	100	0	100	100	100	100	0	0	
0	100	0	100	100	100	100	100	100	100	100	0	100	100	100	
40	100	100	100	60	100	40	100	100	100	100	100	100	100	40	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
