Interpret this as: 
there is an edge from x_j to x_i in A_ij % of all networks generated with
react 

For example there's an edge from every variable to x1 in every model, there's
an edge from x1 to x2 in 8% of all models. 

The last 5 rows should be ignored (they would indicate by which variables the
perturbations are affected). 

The last 5 entries in row i
indicate which perturbation affected xi.
For example x2 is affected by perturbation 1 in 16% of all models and in none
of the models by perturbation 3. 


1	100	0	10	100	100	100	100	70	100	100	0	100	100	2	
11	100	35	34	34	34	48	37	58	38	20	35	36	0	34	
0	0	3	0	0	0	0	0	0	0	39	40	40	0	0	
15	0	0	100	1	0	0	0	0	0	0	3	0	0	10	
100	54	45	0	100	45	54	0	54	45	100	45	2	50	98	
63	63	59	63	83	1	10	0	0	0	63	100	88	73	57	
100	100	100	100	100	100	100	100	100	100	40	100	100	100	100	
100	100	100	100	100	100	100	99	100	100	100	0	100	100	100	
0	0	100	0	0	0	0	0	0	100	0	0	0	0	0	
0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	
10	100	100	10	100	100	100	99	2	100	100	100	100	1	100	
6	12	7	0	7	93	29	0	22	100	2	100	6	20	6	
0	0	100	85	0	6	0	0	3	0	0	20	100	0	2	
75	91	29	30	0	38	73	73	10	73	84	76	100	100	84	
0	100	0	100	0	0	4	14	100	100	0	0	100	100	100	
