2-5 and 14-21
0 of networks used
2-5 and 14-23
0 of networks used
2-6 and 14-29
7 of networks used
0	14	0	0	0	0	0	0	0	100	0	14	0	14	0	
14	0	0	0	0	0	42	0	0	28	0	42	0	42	0	
100	100	100	100	100	100	100	28	0	0	100	100	100	100	100	
28	0	0	0	0	28	0	0	0	0	0	28	28	28	28	
100	0	14	57	0	100	100	0	100	14	57	57	0	100	0	
0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	42	14	0	100	100	14	100	100	0	100	100	14	0	100	
100	100	0	100	100	100	0	0	100	100	100	100	100	100	100	
100	100	0	28	100	0	100	100	85	100	0	14	100	100	100	
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	14	0	0	0	0	14	0	0	0	100	0	0	14	0	
0	71	0	0	0	71	0	71	71	71	71	100	0	0	71	
0	28	0	0	0	0	0	0	0	0	28	14	100	85	0	
0	28	71	42	0	28	28	0	0	0	57	28	28	100	28	
14	85	0	0	0	0	0	0	0	0	0	0	0	0	100	
