13	0	2	1	13	0	8	7	0	0	10	12	0	0	1	
0	2	1	8	10	16	3	0	0	0	0	1	0	3	3	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
73	18	0	100	80	6	21	10	93	0	4	18	75	11	10	
18	0	0	17	0	30	0	4	47	0	0	0	30	0	47	
100	8	87	87	7	100	0	100	100	10	100	87	0	87	100	
0	0	23	0	1	0	0	100	10	100	0	0	0	100	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	15	16	100	35	0	3	0	100	5	0	0	100	5	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	40	40	40	90	42	90	1	90	41	100	77	90	40	100	
100	21	13	0	64	0	64	16	64	65	100	100	100	8	64	
75	76	1	78	76	1	6	0	7	16	3	2	100	0	3	
76	0	100	0	82	22	4	0	82	53	0	18	0	100	0	
0	0	60	0	65	0	53	39	39	3	33	0	0	0	100	
