5 of networks used
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
60	60	0	0	100	0	60	0	0	60	40	40	0	40	40	
100	0	100	100	100	0	0	100	100	0	60	100	100	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	100	0	0	100	0	60	0	100	0	0	100	0	
0	100	0	0	0	0	100	0	0	0	100	0	20	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	100	0	0	0	0	0	0	100	100	100	100	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	100	100	0	100	100	100	0	0	100	100	100	0	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	
100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
