104 of networks used
100	100	91	100	100	100	100	100	0	100	100	0	1	100	100	
54	89	39	16	3	40	89	0	0	88	0	54	67	34	89	
0	0	0	13	81	0	100	0	0	0	0	0	0	0	100	
100	100	6	100	100	100	100	100	0	100	100	100	100	100	100	
0	0	0	0	0	0	26	26	0	0	0	0	26	26	26	
0	0	2	0	21	100	0	82	1	0	0	21	22	0	0	
11	100	100	0	100	100	99	100	100	100	100	100	100	100	100	
0	17	1	2	0	0	0	100	0	0	6	0	7	0	0	
100	0	100	0	0	0	0	0	100	0	0	0	0	100	0	
9	100	100	1	0	100	0	100	100	100	100	0	0	100	0	
34	0	21	0	1	0	0	0	84	15	100	1	5	3	2	
27	70	59	72	92	70	57	30	70	72	58	100	93	70	72	
36	0	0	16	0	0	0	0	58	35	0	0	100	0	1	
85	0	4	3	0	100	100	100	0	52	100	0	0	100	0	
38	35	6	35	35	58	45	58	47	52	51	54	6	13	100	
